Cód_Mun;DIVIPOLA;MUNICIPIO;Cód_Dep;DPTO
685;52685;SAN BERNARDO;52;NARIÑO
687;52687;SAN LORENZO;52;NARIÑO
693;52693;SAN PABLO;52;NARIÑO
694;52694;SAN PEDRO DE CARTAGO;52;NARIÑO
696;52696;SANTA BÁRBARA;52;NARIÑO
699;52699;SANTACRUZ;52;NARIÑO
720;52720;SAPUYES;52;NARIÑO
786;52786;TAMINANGO;52;NARIÑO
788;52788;TANGUA;52;NARIÑO
835;52835;SAN ANDRÉS DE TUMACO;52;NARIÑO
838;52838;TÚQUERRES;52;NARIÑO
885;52885;YACUANQUER;52;NARIÑO
1;54001;CÚCUTA;54;NORTE DE SANTANDER
3;54003;ÁBREGO;54;NORTE DE SANTANDER
51;54051;ARBOLEDAS;54;NORTE DE SANTANDER
99;54099;BOCHALEMA;54;NORTE DE SANTANDER
109;54109;BUCARASICA;54;NORTE DE SANTANDER
125;54125;CÁCOTA;54;NORTE DE SANTANDER
128;54128;CÁCHIRA;54;NORTE DE SANTANDER
172;54172;CHINÁCOTA;54;NORTE DE SANTANDER
174;54174;CHITAGÁ;54;NORTE DE SANTANDER
206;54206;CONVENCIÓN;54;NORTE DE SANTANDER
223;54223;CUCUTILLA;54;NORTE DE SANTANDER
239;54239;DURANIA;54;NORTE DE SANTANDER
245;54245;EL CARMEN;54;NORTE DE SANTANDER
250;54250;EL TARRA;54;NORTE DE SANTANDER
261;54261;EL ZULIA;54;NORTE DE SANTANDER
313;54313;GRAMALOTE;54;NORTE DE SANTANDER
344;54344;HACARÍ;54;NORTE DE SANTANDER
347;54347;HERRÁN;54;NORTE DE SANTANDER
377;54377;LABATECA;54;NORTE DE SANTANDER
385;54385;LA ESPERANZA;54;NORTE DE SANTANDER
398;54398;LA PLAYA;54;NORTE DE SANTANDER
405;54405;LOS PATIOS;54;NORTE DE SANTANDER
418;54418;LOURDES;54;NORTE DE SANTANDER
480;54480;MUTISCUA;54;NORTE DE SANTANDER
498;54498;OCAÑA;54;NORTE DE SANTANDER
518;54518;PAMPLONA;54;NORTE DE SANTANDER
520;54520;PAMPLONITA;54;NORTE DE SANTANDER
553;54553;PUERTO SANTANDER;54;NORTE DE SANTANDER
599;54599;RAGONVALIA;54;NORTE DE SANTANDER
660;54660;SALAZAR;54;NORTE DE SANTANDER
670;54670;SAN CALIXTO;54;NORTE DE SANTANDER
673;54673;SAN CAYETANO;54;NORTE DE SANTANDER
680;54680;SANTIAGO;54;NORTE DE SANTANDER
720;54720;SARDINATA;54;NORTE DE SANTANDER
743;54743;SILOS;54;NORTE DE SANTANDER
800;54800;TEORAMA;54;NORTE DE SANTANDER
810;54810;TIBÚ;54;NORTE DE SANTANDER
820;54820;TOLEDO;54;NORTE DE SANTANDER
871;54871;VILLA CARO;54;NORTE DE SANTANDER
874;54874;VILLA DEL ROSARIO;54;NORTE DE SANTANDER
1;63001;ARMENIA;63;QUINDÍO
111;63111;BUENAVISTA;63;QUINDÍO
130;63130;CALARCÁ;63;QUINDÍO
190;63190;CIRCASIA;63;QUINDÍO
212;63212;CÓRDOBA;63;QUINDÍO
272;63272;FILANDIA;63;QUINDÍO
302;63302;GÉNOVA;63;QUINDÍO
401;63401;LA TEBAIDA;63;QUINDÍO
470;63470;MONTENEGRO;63;QUINDÍO
548;63548;PIJAO;63;QUINDÍO
594;63594;QUIMBAYA;63;QUINDÍO
690;63690;SALENTO;63;QUINDÍO
1;66001;PEREIRA;66;RISARALDA
45;66045;APÍA;66;RISARALDA
75;66075;BALBOA;66;RISARALDA
88;66088;BELÉN DE UMBRÍA;66;RISARALDA
170;66170;DOSQUEBRADAS;66;RISARALDA
318;66318;GUÁTICA;66;RISARALDA
383;66383;LA CELIA;66;RISARALDA
400;66400;LA VIRGINIA;66;RISARALDA
440;66440;MARSELLA;66;RISARALDA
456;66456;MISTRATÓ;66;RISARALDA
572;66572;PUEBLO RICO;66;RISARALDA
594;66594;QUINCHÍA;66;RISARALDA
682;66682;SANTA ROSA DE CABAL;66;RISARALDA
687;66687;SANTUARIO;66;RISARALDA
1;68001;BUCARAMANGA;68;SANTANDER
13;68013;AGUADA;68;SANTANDER
20;68020;ALBANIA;68;SANTANDER
51;68051;ARATOCA;68;SANTANDER
77;68077;BARBOSA;68;SANTANDER
79;68079;BARICHARA;68;SANTANDER
81;68081;BARRANCABERMEJA;68;SANTANDER
92;68092;BETULIA;68;SANTANDER
101;68101;BOLÍVAR;68;SANTANDER
121;68121;CABRERA;68;SANTANDER
132;68132;CALIFORNIA;68;SANTANDER
147;68147;CAPITANEJO;68;SANTANDER
152;68152;CARCASÍ;68;SANTANDER
160;68160;CEPITÁ;68;SANTANDER
162;68162;CERRITO;68;SANTANDER
167;68167;CHARALÁ;68;SANTANDER
169;68169;CHARTA;68;SANTANDER
176;68176;CHIMA;68;SANTANDER
179;68179;CHIPATÁ;68;SANTANDER
190;68190;CIMITARRA;68;SANTANDER
207;68207;CONCEPCIÓN;68;SANTANDER
209;68209;CONFINES;68;SANTANDER
211;68211;CONTRATACIÓN;68;SANTANDER
217;68217;COROMORO;68;SANTANDER
229;68229;CURITÍ;68;SANTANDER
235;68235;EL CARMEN DE CHUCURI;68;SANTANDER
245;68245;EL GUACAMAYO;68;SANTANDER
250;68250;EL PEÑÓN;68;SANTANDER
255;68255;EL PLAYÓN;68;SANTANDER
264;68264;ENCINO;68;SANTANDER
266;68266;ENCISO;68;SANTANDER
271;68271;FLORIÁN;68;SANTANDER
276;68276;FLORIDABLANCA;68;SANTANDER
296;68296;GALÁN;68;SANTANDER
298;68298;GÁMBITA;68;SANTANDER
307;68307;GIRÓN;68;SANTANDER
318;68318;GUACA;68;SANTANDER
320;68320;GUADALUPE;68;SANTANDER
322;68322;GUAPOTÁ;68;SANTANDER
324;68324;GUAVATÁ;68;SANTANDER
327;68327;GÜEPSA;68;SANTANDER
344;68344;HATO;68;SANTANDER
368;68368;JESÚS MARÍA;68;SANTANDER
370;68370;JORDÁN;68;SANTANDER
377;68377;LA BELLEZA;68;SANTANDER
385;68385;LANDÁZURI;68;SANTANDER
397;68397;LA PAZ;68;SANTANDER
406;68406;LEBRIJA;68;SANTANDER
418;68418;LOS SANTOS;68;SANTANDER
425;68425;MACARAVITA;68;SANTANDER
432;68432;MÁLAGA;68;SANTANDER
444;68444;MATANZA;68;SANTANDER
464;68464;MOGOTES;68;SANTANDER
468;68468;MOLAGAVITA;68;SANTANDER
498;68498;OCAMONTE;68;SANTANDER
500;68500;OIBA;68;SANTANDER
502;68502;ONZAGA;68;SANTANDER
522;68522;PALMAR;68;SANTANDER
524;68524;PALMAS DEL SOCORRO;68;SANTANDER
533;68533;PÁRAMO;68;SANTANDER
547;68547;PIEDECUESTA;68;SANTANDER
549;68549;PINCHOTE;68;SANTANDER
572;68572;PUENTE NACIONAL;68;SANTANDER
573;68573;PUERTO PARRA;68;SANTANDER
575;68575;PUERTO WILCHES;68;SANTANDER
615;68615;RIONEGRO;68;SANTANDER
655;68655;SABANA DE TORRES;68;SANTANDER
669;68669;SAN ANDRÉS;68;SANTANDER
673;68673;SAN BENITO;68;SANTANDER
679;68679;SAN GIL;68;SANTANDER
682;68682;SAN JOAQUÍN;68;SANTANDER
684;68684;SAN JOSÉ DE MIRANDA;68;SANTANDER
686;68686;SAN MIGUEL;68;SANTANDER
689;68689;SAN VICENTE DE CHUCURÍ;68;SANTANDER
705;68705;SANTA BÁRBARA;68;SANTANDER
720;68720;SANTA HELENA DEL OPÓN;68;SANTANDER
745;68745;SIMACOTA;68;SANTANDER
755;68755;SOCORRO;68;SANTANDER
770;68770;SUAITA;68;SANTANDER
773;68773;SUCRE;68;SANTANDER
780;68780;SURATÁ;68;SANTANDER
820;68820;TONA;68;SANTANDER
855;68855;VALLE DE SAN JOSÉ;68;SANTANDER
861;68861;VÉLEZ;68;SANTANDER
867;68867;VETAS;68;SANTANDER
872;68872;VILLANUEVA;68;SANTANDER
895;68895;ZAPATOCA;68;SANTANDER
1;70001;SINCELEJO;70;SUCRE
110;70110;BUENAVISTA;70;SUCRE
124;70124;CAIMITO;70;SUCRE
204;70204;COLOSÓ;70;SUCRE
215;70215;COROZAL;70;SUCRE
221;70221;COVEÑAS;70;SUCRE
230;70230;CHALÁN;70;SUCRE
233;70233;EL ROBLE;70;SUCRE
235;70235;GALERAS;70;SUCRE
265;70265;GUARANDA;70;SUCRE
400;70400;LA UNIÓN;70;SUCRE
418;70418;LOS PALMITOS;70;SUCRE
429;70429;MAJAGUAL;70;SUCRE
473;70473;MORROA;70;SUCRE
508;70508;OVEJAS;70;SUCRE
523;70523;PALMITO;70;SUCRE
670;70670;SAMPUÉS;70;SUCRE
678;70678;SAN BENITO ABAD;70;SUCRE
702;70702;SAN JUAN DE BETULIA;70;SUCRE
708;70708;SAN MARCOS;70;SUCRE
713;70713;SAN ONOFRE;70;SUCRE
717;70717;SAN PEDRO;70;SUCRE
742;70742;SAN LUIS DE SINCÉ;70;SUCRE
771;70771;SUCRE;70;SUCRE
820;70820;SANTIAGO DE TOLÚ;70;SUCRE
823;70823;SAN JOSÉ DE TOLUVIEJO;70;SUCRE
1;73001;IBAGUÉ;73;TOLIMA
24;73024;ALPUJARRA;73;TOLIMA
26;73026;ALVARADO;73;TOLIMA
30;73030;AMBALEMA;73;TOLIMA
43;73043;ANZOÁTEGUI;73;TOLIMA
55;73055;ARMERO;73;TOLIMA
67;73067;ATACO;73;TOLIMA
124;73124;CAJAMARCA;73;TOLIMA
148;73148;CARMEN DE APICALÁ;73;TOLIMA
152;73152;CASABIANCA;73;TOLIMA
168;73168;CHAPARRAL;73;TOLIMA
200;73200;COELLO;73;TOLIMA
217;73217;COYAIMA;73;TOLIMA
226;73226;CUNDAY;73;TOLIMA
236;73236;DOLORES;73;TOLIMA
268;73268;ESPINAL;73;TOLIMA
270;73270;FALAN;73;TOLIMA
275;73275;FLANDES;73;TOLIMA
283;73283;FRESNO;73;TOLIMA
319;73319;GUAMO;73;TOLIMA
347;73347;HERVEO;73;TOLIMA
349;73349;HONDA;73;TOLIMA
352;73352;ICONONZO;73;TOLIMA
408;73408;LÉRIDA;73;TOLIMA
411;73411;LÍBANO;73;TOLIMA
443;73443;SAN SEBASTIÁN DE MARIQUITA;73;TOLIMA
449;73449;MELGAR;73;TOLIMA
461;73461;MURILLO;73;TOLIMA
483;73483;NATAGAIMA;73;TOLIMA
504;73504;ORTEGA;73;TOLIMA
520;73520;PALOCABILDO;73;TOLIMA
547;73547;PIEDRAS;73;TOLIMA
555;73555;PLANADAS;73;TOLIMA
563;73563;PRADO;73;TOLIMA
585;73585;PURIFICACIÓN;73;TOLIMA
616;73616;RIOBLANCO;73;TOLIMA
622;73622;RONCESVALLES;73;TOLIMA
624;73624;ROVIRA;73;TOLIMA
671;73671;SALDAÑA;73;TOLIMA
675;73675;SAN ANTONIO;73;TOLIMA
678;73678;SAN LUIS;73;TOLIMA
686;73686;SANTA ISABEL;73;TOLIMA
770;73770;SUÁREZ;73;TOLIMA
854;73854;VALLE DE SAN JUAN;73;TOLIMA
861;73861;VENADILLO;73;TOLIMA
870;73870;VILLAHERMOSA;73;TOLIMA
873;73873;VILLARRICA;73;TOLIMA
1;76001;CALI;76;VALLE DEL CAUCA
20;76020;ALCALÁ;76;VALLE DEL CAUCA
36;76036;ANDALUCÍA;76;VALLE DEL CAUCA
41;76041;ANSERMANUEVO;76;VALLE DEL CAUCA
54;76054;ARGELIA;76;VALLE DEL CAUCA
100;76100;BOLÍVAR;76;VALLE DEL CAUCA
109;76109;BUENAVENTURA;76;VALLE DEL CAUCA
111;76111;GUADALAJARA DE BUGA;76;VALLE DEL CAUCA
113;76113;BUGALAGRANDE;76;VALLE DEL CAUCA
122;76122;CAICEDONIA;76;VALLE DEL CAUCA
126;76126;CALIMA;76;VALLE DEL CAUCA
130;76130;CANDELARIA;76;VALLE DEL CAUCA
147;76147;CARTAGO;76;VALLE DEL CAUCA
233;76233;DAGUA;76;VALLE DEL CAUCA
243;76243;EL ÁGUILA;76;VALLE DEL CAUCA
246;76246;EL CAIRO;76;VALLE DEL CAUCA
248;76248;EL CERRITO;76;VALLE DEL CAUCA
250;76250;EL DOVIO;76;VALLE DEL CAUCA
275;76275;FLORIDA;76;VALLE DEL CAUCA
306;76306;GINEBRA;76;VALLE DEL CAUCA
318;76318;GUACARÍ;76;VALLE DEL CAUCA
364;76364;JAMUNDÍ;76;VALLE DEL CAUCA
377;76377;LA CUMBRE;76;VALLE DEL CAUCA
400;76400;LA UNIÓN;76;VALLE DEL CAUCA
403;76403;LA VICTORIA;76;VALLE DEL CAUCA
497;76497;OBANDO;76;VALLE DEL CAUCA
520;76520;PALMIRA;76;VALLE DEL CAUCA
563;76563;PRADERA;76;VALLE DEL CAUCA
606;76606;RESTREPO;76;VALLE DEL CAUCA
616;76616;RIOFRÍO;76;VALLE DEL CAUCA
622;76622;ROLDANILLO;76;VALLE DEL CAUCA
670;76670;SAN PEDRO;76;VALLE DEL CAUCA
736;76736;SEVILLA;76;VALLE DEL CAUCA
823;76823;TORO;76;VALLE DEL CAUCA
828;76828;TRUJILLO;76;VALLE DEL CAUCA
834;76834;TULUÁ;76;VALLE DEL CAUCA
845;76845;ULLOA;76;VALLE DEL CAUCA
863;76863;VERSALLES;76;VALLE DEL CAUCA
869;76869;VIJES;76;VALLE DEL CAUCA
890;76890;YOTOCO;76;VALLE DEL CAUCA
892;76892;YUMBO;76;VALLE DEL CAUCA
895;76895;ZARZAL;76;VALLE DEL CAUCA
1;81001;ARAUCA;81;ARAUCA
65;81065;ARAUQUITA;81;ARAUCA
220;81220;CRAVO NORTE;81;ARAUCA
300;81300;FORTUL;81;ARAUCA
591;81591;PUERTO RONDÓN;81;ARAUCA
736;81736;SARAVENA;81;ARAUCA
794;81794;TAME;81;ARAUCA
1;85001;YOPAL;85;CASANARE
10;85010;AGUAZUL;85;CASANARE
15;85015;CHÁMEZA;85;CASANARE
125;85125;HATO COROZAL;85;CASANARE
136;85136;LA SALINA;85;CASANARE
139;85139;MANÍ;85;CASANARE
162;85162;MONTERREY;85;CASANARE
225;85225;NUNCHÍA;85;CASANARE
230;85230;OROCUÉ;85;CASANARE
250;85250;PAZ DE ARIPORO;85;CASANARE
263;85263;PORE;85;CASANARE
279;85279;RECETOR;85;CASANARE
300;85300;SABANALARGA;85;CASANARE
315;85315;SÁCAMA;85;CASANARE
325;85325;SAN LUIS DE PALENQUE;85;CASANARE
400;85400;TÁMARA;85;CASANARE
410;85410;TAURAMENA;85;CASANARE
430;85430;TRINIDAD;85;CASANARE
440;85440;VILLANUEVA;85;CASANARE
1;86001;MOCOA;86;PUTUMAYO
219;86219;COLÓN;86;PUTUMAYO
320;86320;ORITO;86;PUTUMAYO
568;86568;PUERTO ASÍS;86;PUTUMAYO
569;86569;PUERTO CAICEDO;86;PUTUMAYO
571;86571;PUERTO GUZMÁN;86;PUTUMAYO
573;86573;PUERTO LEGUÍZAMO;86;PUTUMAYO
749;86749;SIBUNDOY;86;PUTUMAYO
755;86755;SAN FRANCISCO;86;PUTUMAYO
757;86757;SAN MIGUEL;86;PUTUMAYO
760;86760;SANTIAGO;86;PUTUMAYO
865;86865;VALLE DEL GUAMUEZ;86;PUTUMAYO
885;86885;VILLAGARZÓN;86;PUTUMAYO
1;88001;SAN ANDRÉS;88;SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA
564;88564;PROVIDENCIA;88;SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA
1;91001;LETICIA;91;AMAZONAS
263;91263;EL ENCANTO;91;AMAZONAS
405;91405;LA CHORRERA;91;AMAZONAS
407;91407;LA PEDRERA;91;AMAZONAS
430;91430;LA VICTORIA;91;AMAZONAS
460;91460;MIRITÍ - PARANÁ;91;AMAZONAS
530;91530;PUERTO ALEGRÍA;91;AMAZONAS
536;91536;PUERTO ARICA;91;AMAZONAS
540;91540;PUERTO NARIÑO;91;AMAZONAS
669;91669;PUERTO SANTANDER;91;AMAZONAS
798;91798;TARAPACÁ;91;AMAZONAS
1;94001;INÍRIDA;94;GUAINÍA
343;94343;BARRANCOMINAS*;94;GUAINÍA
663;94663;MAPIRIPANA*;94;GUAINÍA
883;94883;SAN FELIPE;94;GUAINÍA
884;94884;PUERTO COLOMBIA;94;GUAINÍA
885;94885;LA GUADALUPE;94;GUAINÍA
886;94886;CACAHUAL;94;GUAINÍA
887;94887;PANA PANA;94;GUAINÍA
888;94888;MORICHAL;94;GUAINÍA
1;95001;GUAVIARE;95;GUAVIARE
15;95015;CALAMAR;95;GUAVIARE
25;95025;EL RETORNO;95;GUAVIARE
200;95200;MIRAFLORES;95;GUAVIARE
1;97001;MITÚ;97;VAUPÉS
161;97161;CARURÚ;97;VAUPÉS
511;97511;PACOA;97;VAUPÉS
666;97666;TARAIRA;97;VAUPÉS
777;97777;PAPUNAHUA;97;VAUPÉS
889;97889;YAVARATÉ;97;VAUPÉS
1;99001;PUERTO CARREÑO;99;VICHADA
524;99524;LA PRIMAVERA;99;VICHADA
624;99624;SANTA ROSALÍA;99;VICHADA
773;99773;CUMARIBO;99;VICHADA
